0.1	0.13718911746355844	0.09008045083676801	0.05529119399659764	0.02657663282444039
0.2	0.19735851614500755	0.0754840141146771	0.07643044784953787	0.01357124919286265
0.3	0.2750037110895617	0.05810789263748401	0.06813253957090258	0.010686599026743768
0.4	0.3446988847538159	0.036458361991116135	0.07197869866263162	0.012555696183322241
0.5	0.4154057074908991	0.01755943197886383	0.08460860223034813	0.019674629748940735
0.6	0.48451462515483035	0.0073398172507394875	0.0924172586127361	0.023467245030005954
0.7	0.5392567985836105	0.008251722766404743	0.11581547904518097	0.024757560167085906
0.8	0.5793687623846691	0.014924204994875344	0.14380582212812693	0.029728743218328357
0.9	0.6178046395643021	0.019106644977476744	0.16735754036979625	0.0307994471935651
1.	0.6491508814123682	0.02440236036808761	0.18776318584875226	0.030523592683863624
1.1	0.6736142258185746	0.02620506909654642	0.21807769804042318	0.02903871657952556
1.2	0.6936038378452514	0.03041106255867776	0.2386409128323878	0.030412145804694073
1.3	0.715970248908989	0.033182665964352154	0.26576515118859056	0.029580282395967255
1.4	0.7413042675598109	0.03566382615453563	0.2956194018011741	0.02911552386080761
1.5	0.754025049437527	0.03688140857920161	0.3212939128892943	0.03019852174916559
1.6	0.7688585576559709	0.04079659650687314	0.33452324166851655	0.03287671213377818
1.7	0.7786683412986057	0.04397802914619603	0.3529110383873786	0.03595964696730907
1.8	0.7901623831957111	0.04517746172375075	0.38436876956590404	0.03710239945875734
1.9	0.8060787142514607	0.050791949215247996	0.3930110034731681	0.04158309048722496
2.	0.81575208367311	0.05297940507328378	0.4227627579808443	0.04440505659504439
