0.1	0.10273422938797619	0.033027046612412916	0.04227006397353651	0.026548742546784843
0.2	0.15059145973276597	0.04278831490944279	0.05364802873366177	0.023700947052521515
0.3	0.2388256306472795	0.015960773343403754	0.0526484683118966	0.008873038127352276
0.4	0.3355274013257915	0.00996429424318676	0.06137925372795609	0.00436703502594522
0.5	0.41232103372825746	0.00625879957255671	0.07300527147347256	0.00343384087406097
0.6	0.47939025218832043	0.0021249797611627734	0.09270672842538112	0.0018140703569524085
0.7	0.5294530677826558	0.00350387942898322	0.12257710833714239	0.001893540915463681
0.8	0.5693635306170647	0.004380652388950728	0.15394344979406516	0.002544048165743236
0.9	0.6044544793320125	0.007128096977721264	0.18343412608384288	0.002879989616293132
1.	0.6389393674075406	0.007812087461538151	0.21290330756326453	0.0034100436710742393
1.1	0.6618560032876417	0.008165862763672921	0.23819330309082173	0.00545842795092325
1.2	0.6900601770257555	0.01035203103691334	0.26422124853617424	0.005346910355512039
1.3	0.7151406302605622	0.01279721405203379	0.2884512553725789	0.008223586295057487
1.4	0.7420523208491586	0.016061421610937467	0.31179466658882976	0.011002381934900704
1.5	0.7502875193103277	0.019646097028938683	0.32885294958047584	0.01400678698931626
1.6	0.7734120862996806	0.022175535753392442	0.34298274253439026	0.016399892958636964
1.7	0.7809985870220568	0.026568074043650147	0.35500430328266014	0.0199663953106407
1.8	0.7778650341667848	0.0320667185786158	0.3689074207867537	0.024492972746772187
1.9	0.7994565754122194	0.03648944559136996	0.3784230528786165	0.026520988861511913
2.	0.7926971869303665	0.03871320577816299	0.38886918205202775	0.030848617276727476
